sample,assembler,sequence_identity,n_datasets,mean_clusters,se_clusters,min_clusters,max_clusters
Fold06,IDBA,1,15,427,0,427,427
Fold06,MEGAHIT,0.5,15,181,0,181,181
Fold06,MEGAHIT,0.6,15,233,0,233,233
Fold06,MEGAHIT,0.7,15,265,0,265,265
Fold06,MEGAHIT,0.8,15,323,0,323,323
Fold06,MEGAHIT,0.9,15,418,0,418,418
Fold06,MEGAHIT,0.91,15,424,0,424,424
Fold06,MEGAHIT,0.92,15,427,0,427,427
Fold06,MEGAHIT,0.93,15,432,0,432,432
Fold06,MEGAHIT,0.94,15,435,0,435,435
Fold06,MEGAHIT,0.95,15,438,0,438,438
Fold06,MEGAHIT,0.96,15,440,0,440,440
Fold06,MEGAHIT,0.97,15,450,0,450,450
Fold06,MEGAHIT,0.98,15,452,0,452,452
Fold06,MEGAHIT,0.99,15,457,0,457,457
Fold06,MEGAHIT,1,15,465,0,465,465
Fold06,MERGEPIPE,0.5,15,47385,0,47385,47385
Fold06,MERGEPIPE,0.6,15,53523,0,53523,53523
Fold06,MERGEPIPE,0.7,15,56662,0,56662,56662
Fold06,MERGEPIPE,0.8,15,64119,0,64119,64119
Fold06,MERGEPIPE,0.9,15,54655,0,54655,54655
Fold06,MERGEPIPE,0.91,15,56063,0,56063,56063
Fold06,MERGEPIPE,0.92,15,57651,0,57651,57651
Fold06,MERGEPIPE,0.93,15,59201,0,59201,59201
Fold06,MERGEPIPE,0.94,15,61188,0,61188,61188
Fold06,MERGEPIPE,0.95,15,63951,0,63951,63951
Fold06,MERGEPIPE,0.96,15,67980,0,67980,67980
Fold06,MERGEPIPE,0.97,15,75597,0,75597,75597
Fold06,MERGEPIPE,0.98,15,92525,0,92525,92525
Fold06,MERGEPIPE,0.99,15,126951,0,126951,126951
Fold06,MERGEPIPE,1,15,173488,0,173488,173488
Fold06,PLASS,0.5,15,46629,0,46629,46629
Fold06,PLASS,0.6,15,52761,0,52761,52761
Fold06,PLASS,0.7,15,55721,0,55721,55721
Fold06,PLASS,0.8,15,63570,0,63570,63570
Fold06,PLASS,0.9,15,53887,0,53887,53887
Fold06,PLASS,0.91,15,55266,0,55266,55266
Fold06,PLASS,0.92,15,56769,0,56769,56769
Fold06,PLASS,0.93,15,58268,0,58268,58268
Fold06,PLASS,0.94,15,60291,0,60291,60291
Fold06,PLASS,0.95,15,63078,0,63078,63078
Fold06,PLASS,0.96,15,66812,0,66812,66812
Fold06,PLASS,0.97,15,74314,0,74314,74314
Fold06,PLASS,0.98,15,90643,0,90643,90643
Fold06,PLASS,0.99,15,124599,0,124599,124599
Fold06,PLASS,1,15,171548,0,171548,171548
Fold06,RNABLOOM,0.5,15,608,0,608,608
Fold06,RNABLOOM,0.6,15,790,0,790,790
Fold06,RNABLOOM,0.7,15,911,0,911,911
Fold06,RNABLOOM,0.8,15,1204,0,1204,1204
Fold06,RNABLOOM,0.9,15,1595,0,1595,1595
Fold06,RNABLOOM,0.91,15,1637,0,1637,1637
Fold06,RNABLOOM,0.92,15,1666,0,1666,1666
Fold06,RNABLOOM,0.93,15,1692,0,1692,1692
Fold06,RNABLOOM,0.94,15,1727,0,1727,1727
Fold06,RNABLOOM,0.95,15,1775,0,1775,1775
Fold06,RNABLOOM,0.96,15,1836,0,1836,1836
Fold06,RNABLOOM,0.97,15,1941,0,1941,1941
Fold06,RNABLOOM,0.98,15,2059,0,2059,2059
Fold06,RNABLOOM,0.99,15,2179,0,2179,2179
Fold06,RNABLOOM,1,15,2267,0,2267,2267
Fold06,SOAPDENOVO,0.5,15,373,0,373,373
Fold06,SOAPDENOVO,0.6,15,540,0,540,540
Fold06,SOAPDENOVO,0.7,15,605,0,605,605
Fold06,SOAPDENOVO,0.8,15,642,0,642,642
Fold06,SOAPDENOVO,0.9,15,662,0,662,662
Fold06,SOAPDENOVO,0.91,15,664,0,664,664
Fold06,SOAPDENOVO,0.92,15,669,0,669,669
Fold06,SOAPDENOVO,0.93,15,675,0,675,675
Fold06,SOAPDENOVO,0.94,15,678,0,678,678
Fold06,SOAPDENOVO,0.95,15,678,0,678,678
Fold06,SOAPDENOVO,0.96,15,678,0,678,678
Fold06,SOAPDENOVO,0.97,15,679,0,679,679
Fold06,SOAPDENOVO,0.98,15,679,0,679,679
Fold06,SOAPDENOVO,0.99,15,679,0,679,679
Fold06,SOAPDENOVO,1,15,679,0,679,679
Fold06,SPADES,0.5,15,228,0,228,228
Fold06,SPADES,0.6,15,341,0,341,341
Fold06,SPADES,0.7,15,406,0,406,406
Fold06,SPADES,0.8,15,501,0,501,501
Fold06,SPADES,0.9,15,613,0,613,613
Fold06,SPADES,0.91,15,623,0,623,623
Fold06,SPADES,0.92,15,629,0,629,629
Fold06,SPADES,0.93,15,633,0,633,633
Fold06,SPADES,0.94,15,637,0,637,637
Fold06,SPADES,0.95,15,639,0,639,639
Fold06,SPADES,0.96,15,642,0,642,642
Fold06,SPADES,0.97,15,646,0,646,646
Fold06,SPADES,0.98,15,649,0,649,649
Fold06,SPADES,0.99,15,657,0,657,657
Fold06,SPADES,1,15,660,0,660,660
Fold06,STRINGTIE,0.5,15,198,0,198,198
Fold06,STRINGTIE,0.6,15,321,0,321,321
Fold06,STRINGTIE,0.7,15,406,0,406,406
Fold06,STRINGTIE,0.8,15,597,0,597,597
Fold06,STRINGTIE,0.9,15,944,0,944,944
Fold06,STRINGTIE,0.91,15,973,0,973,973
Fold06,STRINGTIE,0.92,15,1001,0,1001,1001
Fold06,STRINGTIE,0.93,15,1017,0,1017,1017
Fold06,STRINGTIE,0.94,15,1047,0,1047,1047
Fold06,STRINGTIE,0.95,15,1089,0,1089,1089
Fold06,STRINGTIE,0.96,15,1114,0,1114,1114
Fold06,STRINGTIE,0.97,15,1159,0,1159,1159
Fold06,STRINGTIE,0.98,15,1222,0,1222,1222
Fold06,STRINGTIE,0.99,15,1312,0,1312,1312
Fold06,STRINGTIE,1,15,1458,0,1458,1458
Fold06,TRANSABBYS,0.5,15,688,0,688,688
Fold06,TRANSABBYS,0.6,15,1199,0,1199,1199
Fold06,TRANSABBYS,0.7,15,1390,0,1390,1390
Fold06,TRANSABBYS,0.8,15,1612,0,1612,1612
Fold06,TRANSABBYS,0.9,15,1730,0,1730,1730
Fold06,TRANSABBYS,0.91,15,1742,0,1742,1742
Fold06,TRANSABBYS,0.92,15,1750,0,1750,1750
Fold06,TRANSABBYS,0.93,15,1755,0,1755,1755
Fold06,TRANSABBYS,0.94,15,1761,0,1761,1761
Fold06,TRANSABBYS,0.95,15,1772,0,1772,1772
Fold06,TRANSABBYS,0.96,15,1775,0,1775,1775
Fold06,TRANSABBYS,0.97,15,1778,0,1778,1778
Fold06,TRANSABBYS,0.98,15,1787,0,1787,1787
Fold06,TRANSABBYS,0.99,15,1942,0,1942,1942
Fold06,TRANSABBYS,1,15,2166,0,2166,2166
Fold06,TRINITY,0.5,15,376,0,376,376
Fold06,TRINITY,0.6,15,503,0,503,503
Fold06,TRINITY,0.7,15,582,0,582,582
Fold06,TRINITY,0.8,15,763,0,763,763
Fold06,TRINITY,0.9,15,970,0,970,970
Fold06,TRINITY,0.91,15,993,0,993,993
Fold06,TRINITY,0.92,15,1023,0,1023,1023
Fold06,TRINITY,0.93,15,1048,0,1048,1048
Fold06,TRINITY,0.94,15,1079,0,1079,1079
Fold06,TRINITY,0.95,15,1120,0,1120,1120
Fold06,TRINITY,0.96,15,1159,0,1159,1159
Fold06,TRINITY,0.97,15,1210,0,1210,1210
Fold06,TRINITY,0.98,15,1291,0,1291,1291
Fold06,TRINITY,0.99,15,1346,0,1346,1346
Fold06,TRINITY,1,15,1383,0,1383,1383
Fold07,BINPACKER,0.5,15,245,0,245,245
Fold07,BINPACKER,0.6,15,321,0,321,321
Fold07,BINPACKER,0.7,15,359,0,359,359
Fold07,BINPACKER,0.8,15,383,0,383,383
Fold07,BINPACKER,0.9,15,422,0,422,422
Fold07,BINPACKER,0.91,15,430,0,430,430
Fold07,BINPACKER,0.92,15,437,0,437,437
Fold07,BINPACKER,0.93,15,445,0,445,445
Fold07,BINPACKER,0.94,15,452,0,452,452
Fold07,BINPACKER,0.95,15,463,0,463,463
Fold07,BINPACKER,0.96,15,473,0,473,473
Fold07,BINPACKER,0.97,15,490,0,490,490
Fold07,BINPACKER,0.98,15,508,0,508,508
Fold07,BINPACKER,0.99,15,552,0,552,552
Fold07,BINPACKER,1,15,631,0,631,631
Fold07,BRIDGER,0.5,15,198,0,198,198
Fold07,BRIDGER,0.6,15,267,0,267,267
Fold07,BRIDGER,0.7,15,299,0,299,299
Fold07,BRIDGER,0.8,15,324,0,324,324
Fold07,BRIDGER,0.9,15,356,0,356,356
Fold07,BRIDGER,0.91,15,361,0,361,361
Fold07,BRIDGER,0.92,15,367,0,367,367
Fold07,BRIDGER,0.93,15,374,0,374,374
Fold07,BRIDGER,0.94,15,380,0,380,380
Fold07,BRIDGER,0.95,15,388,0,388,388
Fold07,BRIDGER,0.96,15,391,0,391,391
Fold07,BRIDGER,0.97,15,401,0,401,401
Fold07,BRIDGER,0.98,15,415,0,415,415
Fold07,BRIDGER,0.99,15,442,0,442,442
Fold07,BRIDGER,1,15,476,0,476,476
Fold07,CSTONE,0.5,15,154,0,154,154
Fold07,CSTONE,0.6,15,221,0,221,221
Fold07,CSTONE,0.7,15,244,0,244,244
Fold07,CSTONE,0.8,15,263,0,263,263
Fold07,CSTONE,0.9,15,275,0,275,275
Fold07,CSTONE,0.91,15,276,0,276,276
Fold07,CSTONE,0.92,15,276,0,276,276
Fold07,CSTONE,0.93,15,276,0,276,276
Fold07,CSTONE,0.94,15,277,0,277,277
Fold07,CSTONE,0.95,15,277,0,277,277
Fold07,CSTONE,0.96,15,278,0,278,278
Fold07,CSTONE,0.97,15,279,0,279,279
Fold07,CSTONE,0.98,15,282,0,282,282
Fold07,CSTONE,0.99,15,292,0,292,292
Fold07,CSTONE,1,15,322,0,322,322
Fold07,IDBA,0.5,15,175,0,175,175
Fold07,IDBA,0.6,15,219,0,219,219
Fold07,IDBA,0.7,15,251,0,251,251
Fold07,IDBA,0.8,15,307,0,307,307
Fold07,IDBA,0.9,15,399,0,399,399
Fold07,IDBA,0.91,15,404,0,404,404
Fold07,IDBA,0.92,15,409,0,409,409
Fold07,IDBA,0.93,15,412,0,412,412
Fold07,IDBA,0.94,15,416,0,416,416
Fold07,IDBA,0.95,15,417,0,417,417
Fold07,IDBA,0.96,15,418,0,418,418
Fold07,IDBA,0.97,15,422,0,422,422
Fold07,IDBA,0.98,15,424,0,424,424
Fold07,IDBA,0.99,15,424,0,424,424
Fold07,IDBA,1,15,425,0,425,425
Fold07,MEGAHIT,0.5,15,186,0,186,186
Fold07,MEGAHIT,0.6,15,217,0,217,217
Fold07,MEGAHIT,0.7,15,249,0,249,249
Fold07,MEGAHIT,0.8,15,316,0,316,316
Fold07,MEGAHIT,0.9,15,423,0,423,423
Fold07,MEGAHIT,0.91,15,431,0,431,431
Fold07,MEGAHIT,0.92,15,433,0,433,433
Fold07,MEGAHIT,0.93,15,435,0,435,435
Fold07,MEGAHIT,0.94,15,440,0,440,440
Fold07,MEGAHIT,0.95,15,446,0,446,446
Fold07,MEGAHIT,0.96,15,449,0,449,449
Fold07,MEGAHIT,0.97,15,453,0,453,453
Fold07,MEGAHIT,0.98,15,454,0,454,454
Fold07,MEGAHIT,0.99,15,457,0,457,457
Fold07,MEGAHIT,1,15,460,0,460,460
Fold07,MERGEPIPE,0.5,15,45117,0,45117,45117
Fold07,MERGEPIPE,0.6,15,50249,0,50249,50249
Fold07,MERGEPIPE,0.7,15,53913,0,53913,53913
Fold07,MERGEPIPE,0.8,15,62569,0,62569,62569
Fold07,MERGEPIPE,0.9,15,53151,0,53151,53151
Fold07,MERGEPIPE,0.91,15,54495,0,54495,54495
Fold07,MERGEPIPE,0.92,15,55916,0,55916,55916
Fold07,MERGEPIPE,0.93,15,57497,0,57497,57497
Fold07,MERGEPIPE,0.94,15,59257,0,59257,59257
Fold07,MERGEPIPE,0.95,15,61861,0,61861,61861
Fold07,MERGEPIPE,0.96,15,65613,0,65613,65613
Fold07,MERGEPIPE,0.97,15,72727,0,72727,72727
Fold07,MERGEPIPE,0.98,15,89206,0,89206,89206
Fold07,MERGEPIPE,0.99,15,123424,0,123424,123424
Fold07,MERGEPIPE,1,15,169330,0,169330,169330
Fold07,PLASS,0.5,15,44434,0,44434,44434
Fold07,PLASS,0.6,15,49553,0,49553,49553
Fold07,PLASS,0.7,15,53221,0,53221,53221
Fold07,PLASS,0.8,15,61795,0,61795,61795
Fold07,PLASS,0.9,15,52197,0,52197,52197
Fold07,PLASS,0.91,15,53717,0,53717,53717
Fold07,PLASS,0.92,15,55153,0,55153,55153
Fold07,PLASS,0.93,15,56626,0,56626,56626
Fold07,PLASS,0.94,15,58338,0,58338,58338
Fold07,PLASS,0.95,15,60931,0,60931,60931
Fold07,PLASS,0.96,15,64417,0,64417,64417
Fold07,PLASS,0.97,15,71355,0,71355,71355
Fold07,PLASS,0.98,15,87617,0,87617,87617
Fold07,PLASS,0.99,15,121166,0,121166,121166
Fold07,PLASS,1,15,167402,0,167402,167402
Fold07,RNABLOOM,0.5,15,559,0,559,559
Fold07,RNABLOOM,0.6,15,709,0,709,709
Fold07,RNABLOOM,0.7,15,836,0,836,836
Fold07,RNABLOOM,0.8,15,1120,0,1120,1120
Fold07,RNABLOOM,0.9,15,1483,0,1483,1483
Fold07,RNABLOOM,0.91,15,1529,0,1529,1529
Fold07,RNABLOOM,0.92,15,1574,0,1574,1574
Fold07,RNABLOOM,0.93,15,1613,0,1613,1613
Fold07,RNABLOOM,0.94,15,1642,0,1642,1642
Fold07,RNABLOOM,0.95,15,1695,0,1695,1695
Fold07,RNABLOOM,0.96,15,1753,0,1753,1753
Fold07,RNABLOOM,0.97,15,1833,0,1833,1833
Fold07,RNABLOOM,0.98,15,1954,0,1954,1954
Fold07,RNABLOOM,0.99,15,2064,0,2064,2064
Fold07,RNABLOOM,1,15,2126,0,2126,2126
Fold07,SOAPDENOVO,0.5,15,342,0,342,342
Fold07,SOAPDENOVO,0.6,15,520,0,520,520
Fold07,SOAPDENOVO,0.7,15,593,0,593,593
Fold07,SOAPDENOVO,0.8,15,640,0,640,640
Fold07,SOAPDENOVO,0.9,15,669,0,669,669
Fold07,SOAPDENOVO,0.91,15,671,0,671,671
Fold07,SOAPDENOVO,0.92,15,674,0,674,674
Fold07,SOAPDENOVO,0.93,15,680,0,680,680
Fold07,SOAPDENOVO,0.94,15,683,0,683,683
Fold07,SOAPDENOVO,0.95,15,684,0,684,684
Fold07,SOAPDENOVO,0.96,15,684,0,684,684
Fold07,SOAPDENOVO,0.97,15,685,0,685,685
Fold07,SOAPDENOVO,0.98,15,686,0,686,686
Fold07,SOAPDENOVO,0.99,15,686,0,686,686
Fold07,SOAPDENOVO,1,15,686,0,686,686
Fold07,SPADES,0.5,15,232,0,232,232
Fold07,SPADES,0.6,15,333,0,333,333
Fold07,SPADES,0.7,15,392,0,392,392
Fold07,SPADES,0.8,15,504,0,504,504
Fold07,SPADES,0.9,15,613,0,613,613
Fold07,SPADES,0.91,15,629,0,629,629
Fold07,SPADES,0.92,15,637,0,637,637
Fold07,SPADES,0.93,15,644,0,644,644
Fold07,SPADES,0.94,15,648,0,648,648
Fold07,SPADES,0.95,15,648,0,648,648
Fold07,SPADES,0.96,15,653,0,653,653
Fold07,SPADES,0.97,15,656,0,656,656
Fold07,SPADES,0.98,15,660,0,660,660
Fold07,SPADES,0.99,15,661,0,661,661
Fold07,SPADES,1,15,663,0,663,663
Fold07,STRINGTIE,0.5,15,214,0,214,214
Fold07,STRINGTIE,0.6,15,318,0,318,318
Fold07,STRINGTIE,0.7,15,402,0,402,402
Fold07,STRINGTIE,0.8,15,605,0,605,605
Fold07,STRINGTIE,0.9,15,939,0,939,939
Fold07,STRINGTIE,0.91,15,969,0,969,969
Fold07,STRINGTIE,0.92,15,1003,0,1003,1003
Fold07,STRINGTIE,0.93,15,1028,0,1028,1028
Fold07,STRINGTIE,0.94,15,1056,0,1056,1056
Fold07,STRINGTIE,0.95,15,1090,0,1090,1090
Fold07,STRINGTIE,0.96,15,1125,0,1125,1125
Fold07,STRINGTIE,0.97,15,1158,0,1158,1158
Fold07,STRINGTIE,0.98,15,1217,0,1217,1217
Fold07,STRINGTIE,0.99,15,1307,0,1307,1307
Fold07,STRINGTIE,1,15,1456,0,1456,1456
Fold07,TRANSABBYS,0.5,15,675,0,675,675
Fold07,TRANSABBYS,0.6,15,1147,0,1147,1147
Fold07,TRANSABBYS,0.7,15,1372,0,1372,1372
Fold07,TRANSABBYS,0.8,15,1576,0,1576,1576
Fold07,TRANSABBYS,0.9,15,1706,0,1706,1706
Fold07,TRANSABBYS,0.91,15,1720,0,1720,1720
Fold07,TRANSABBYS,0.92,15,1730,0,1730,1730
Fold07,TRANSABBYS,0.93,15,1737,0,1737,1737
Fold07,TRANSABBYS,0.94,15,1744,0,1744,1744
Fold07,TRANSABBYS,0.95,15,1751,0,1751,1751
Fold07,TRANSABBYS,0.96,15,1754,0,1754,1754
